gene_id transcript_id scRNAseq_HepG2_72x_15_1.1 scRNAseq_HepG2_72x_15_1.2 scRNAseq_HepG2_72x_15_1.3 scRNAseq_HepG2_72x_15_1.4 scRNAseq_HepG2_72x_15_1.5 scRNAseq_HepG2_72x_15_1.6 scRNAseq_HepG2_72x_15_1.8 scRNAseq_HepG2_72x_15_2.1 scRNAseq_HepG2_72x_15_2.2 scRNAseq_HepG2_72x_15_2.3 scRNAseq_HepG2_72x_15_2.4 scRNAseq_HepG2_72x_15_2.5 scRNAseq_HepG2_72x_15_2.6 scRNAseq_HepG2_72x_15_2.7 scRNAseq_HepG2_72x_15_2.8 scRNAseq_HepG2_72x_15_3.1 scRNAseq_HepG2_72x_15_3.2 scRNAseq_HepG2_72x_15_3.3 scRNAseq_HepG2_72x_15_3.4 scRNAseq_HepG2_72x_15_3.5 scRNAseq_HepG2_72x_15_3.7 scRNAseq_HepG2_72x_15_3.8 scRNAseq_HepG2_72x_15_4.1 scRNAseq_HepG2_72x_15_4.2 scRNAseq_HepG2_72x_15_4.3 scRNAseq_HepG2_72x_15_4.4 scRNAseq_HepG2_72x_15_4.5 scRNAseq_HepG2_72x_15_4.6 scRNAseq_HepG2_72x_15_4.7 scRNAseq_HepG2_72x_15_4.8 scRNAseq_HepG2_72x_15_5.1 scRNAseq_HepG2_72x_15_5.2 scRNAseq_HepG2_72x_15_5.4 scRNAseq_HepG2_72x_15_5.5 scRNAseq_HepG2_72x_15_5.6 scRNAseq_HepG2_72x_15_5.7 scRNAseq_HepG2_72x_15_5.8 scRNAseq_HepG2_72x_15_6.1 scRNAseq_HepG2_72x_15_6.2 scRNAseq_HepG2_72x_15_6.3 scRNAseq_HepG2_72x_15_6.4 scRNAseq_HepG2_72x_15_6.5 scRNAseq_HepG2_72x_15_6.6 scRNAseq_HepG2_72x_15_6.7 scRNAseq_HepG2_72x_15_6.8 scRNAseq_HepG2_72x_15_7.1 scRNAseq_HepG2_72x_15_7.2 scRNAseq_HepG2_72x_15_7.3 scRNAseq_HepG2_72x_15_7.4 scRNAseq_HepG2_72x_15_7.5 scRNAseq_HepG2_72x_15_7.6 scRNAseq_HepG2_72x_15_8.1 scRNAseq_HepG2_72x_15_8.2 scRNAseq_HepG2_72x_15_8.3 scRNAseq_HepG2_72x_15_8.4 scRNAseq_HepG2_72x_15_8.6 scRNAseq_HepG2_72x_15_8.7 scRNAseq_HepG2_72x_15_8.8 scRNAseq_HepG2_72x_15_9.1 scRNAseq_HepG2_72x_15_9.2 scRNAseq_HepG2_72x_15_9.3 scRNAseq_HepG2_72x_15_9.5 scRNAseq_HepG2_72x_15_9.6 scRNAseq_HepG2_72x_15_9.7 scRNAseq_HepG2_72x_15_9.8
ENSG00000225077 ENST00000429480.2_LINC00337-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25.89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.89 0 0
ENSG00000187017 ENST00000377828.1_ESPN-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000238290 ENST00000445300.1_RP11-431K24.1-001 13.49 0.3 0 0 0 14.1 2.98 0.27 0 0 0 3.27 1.13 0 0 6.13 5.09 0 1.13 0 0.36 0 0 0 0 0 0 0 0 0 0 0 0 0 14.34 0 6.21 2.72 0 0 1.17 0 0 0 13.66 0 0.75 0 6.21 0 14.06 0 0 0 0 0 0 0 5.83 0 0 0 0 0 6.61
ENSG00000173614 ENST00000377205.1_NMNAT1-001 0 0 0 0 20.2 0 7.64 8.49 8.71 0 0 25.53 8.44 8.75 0 17.54 6.48 0 0 0 24.34 0 0 0 0 39.93 4.14 31.65 0 0 0 0.84 3.07 52.55 0 43.49 0 0 4.3 0 0 0 0 0 0 37.73 0 0 0 0 0 8.07 57.65 0 0 53.45 0.37 68.96 0 0 12.9 0 0 0 1.09
ENSG00000162490 ENST00000294485.5_DRAXIN-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000171729 ENST00000376008.2_TMEM51-001 0 0 0 0 27.49 0 5.54 10.2 1.69 0 3.83 4.86 0 0 0 2.29 17.76 5.09 0.42 0 0.38 0 4.32 25.08 0 0 20.48 0 0 1.79 2.52 0 0 0 0.26 0 19.91 4.5 0.62 0 4.96 0 2 0 10.44 6.68 31.5 0 0 10.33 0 3.35 0 8.99 0 0.9 0 0 0.97 0 6.38 1.77 20.73 0.92 0
ENSG00000142634 ENST00000375980.4_EFHD2-001 5.2 0 0 0 0 6.63 0 0 0 0 0 4.4 1.9 0 0.37 0 2.46 0 7.1 0.23 21.23 0 17.25 0 0 0 0 4.52 6.05 0 0 0 3.17 0 6.43 0 9.8 0 0 0 2.62 0 0 0 0 5.69 0 0 0 1.95 5.25 0 16.94 0 0 0 0 0 0 0 0 12.42 0 2.89 3.48
ENSG00000116138 ENST00000375838.1_DNAJC16-002 0.07 0.56 16.26 20.32 12.9 5.04 5.6 15.52 16.51 23.96 8.78 7.18 8.26 2.73 32.52 21.5 16.49 30.83 10.84 13.55 20.08 16.2 9.33 9.11 5.52 9.1 13.35 28.06 10.76 15.91 8.87 2.59 3.28 0 0 0.91 3.01 19.94 9.24 25.87 15.12 29.44 0.34 20.55 9.89 25.66 7.18 25.22 14.54 32.15 15.35 12.27 0 23.48 0.08 43.66 17.14 8.68 20.45 0.06 8.32 13.28 0.06 11.46 20.05
ENSG00000055070 ENST00000475078.1_SZRD1-010 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000230424 ENST00000437898.1_RP1-43E13.2-001 0 0 0 0 33.53 0 0 0 0 0 0 0 0 0 0 1.46 13.57 0 0 0 11.69 0 0 0 0 0 0 10.47 0 0 0 0 0 135.09 0 0 0 0 0 0 0 0 0 0 0 0 20.33 0 0 0 0 0 0 0 0 0 0 0 0.91 0 0 0 87.8 0 0
ENSG00000040487 ENST00000375153.3_PQLC2-002 0 20.75 0 41.42 25.15 42.65 15.52 34.13 32.44 8.73 0 0 12.91 0 73.93 9.72 0 0 0 0 6.24 0 45.97 29.13 0 0 0 0 0 0 0.36 53.42 0 0 0 0 0 169.71 0 0 15.09 0 0 0 9.75 0 23.02 0 0 0 0 57.93 0 0 0 0 8.38 0 0.22 0 0 0 14.21 0 0
ENSG00000173436 ENST00000322753.6_MINOS1-001 293.08 354.64 485.31 412.82 477.43 527.45 399.41 406.96 393.24 267.23 531.63 466.6 254.53 477.75 414.16 483.83 450.99 685.35 471.93 723.28 468.72 474.02 363.93 464.8 643.48 808.3 738.38 934.72 548.99 688.31 407.87 538.35 601.62 575.31 654.35 456.34 479.04 280.73 513.44 173.25 627.95 652.63 1166.32 1044.78 241.63 394.05 528.01 639.96 351.15 547.35 679.74 876.63 630.48 668.41 103.02 467.29 1321.06 744.41 476.46 799.56 783.16 815.64 585.8 722.33 450.5
ENSG00000057757 ENST00000246151.4_PITHD1-001 0 0 0 36.82 0 0 0 20.94 6.61 12.13 10.55 0 0 0 0 4.29 0 0 39.41 0 0 0 0 44.37 0 0 0 0 8.91 0 12.25 0 0 0 0 0 49.69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25.62 0 0 0 0 0 0 0 0 0
ENSG00000189266 ENST00000334351.7_PNRC2-001 172.69 260.85 505.44 390.18 318.2 267.35 436.25 199.76 457.29 410.64 196.45 266.87 235.45 549.74 225.73 243.48 165.11 154.8 269.68 208.2 256.71 190.77 208.64 252.88 197.16 204.53 258.33 242.36 241.15 310.59 193.81 211.81 188.92 378.75 146.24 532.63 297.82 159.21 179.15 110.51 222.01 158.04 240.36 87.28 294.51 99.69 367.36 100.87 106.18 348.31 186.72 161.41 117.73 276.37 78.21 120.93 115.51 267.56 232.6 196.34 86.6 248.69 0 259.37 178.71
ENSG00000184454 ENST00000374392.2_NCMAP-001 0.22 4.85 0 0 0 0 0 0 0.16 19.3 4.59 0 0.29 0 0 0 3.5 1.27 0.95 0.41 2.36 0 0 1.07 1.85 0 0 0 0 0 0.8 0 0.55 0 0 40.04 0.38 0 0 12.68 0 1.14 0 0.13 0 0 0.88 0.11 0.79 0 0 0 0 0.14 8.91 0.48 0 0 0 0 1.4 0.48 0 0 1.46
ENSG00000236528 ENST00000455431.1_RP1-125I3.2-001 0 0 0 0 0 0 0 0 4.21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000142784 ENST00000319394.3_WDTC1-201 0 0 0 0 0 0 0 0 0 0 0 0 0.79 0 0 0 0 0 0 0 0.15 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0.48 0 0 0 0 0 0 0 0 0 0 0 0 0.45 0.34 0 0 0 0 0 0.38 0 0 0 0
ENSG00000229388 ENST00000420776.1_RP11-442N24__B.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.3 0 0 0 0 0 0 0 0 0 15.26 0 0 0 9.61 0 0 0 0 18.81 0 21.61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000121766 ENST00000344147.5_ZCCHC17-001 53.61 59.07 0.51 237.43 165.6 143.28 118.33 200.97 264.95 110.08 127.65 93.37 164.19 153.56 91.4 105.85 85.72 91.69 87.14 128.44 133.22 84.5 89.9 58.22 100.45 235.59 108.95 250.03 67.08 397.36 180.96 0 115.07 159.69 165.08 153.32 121.46 410.04 98.32 187.81 86.55 421.55 0 0 1.02 107.25 121.83 151.11 311.32 77.52 48.66 477.95 77.55 270.01 0.53 205.75 2.6 151.09 232.88 278.9 175.74 141.62 126.4 125.39 271.77
ENSG00000162521 ENST00000373485.1_RBBP4-002 236.02 219.13 41.5 426.15 360.74 276.47 237.81 162.19 203.32 126.24 250.18 231.62 297.73 179.75 450.66 148.82 122.86 66.05 88.67 121.28 142.86 125.89 42.64 145.49 219.77 95.57 152.66 94.06 184.82 80.93 244.82 113.65 81.1 318.8 42.7 214.06 97.5 103.29 164.77 12.85 84.24 21.59 36.45 1.2 52.34 135.6 101.89 160.82 204.71 0.26 21.46 88.65 142.89 156.01 104.29 461.01 190.16 300.28 13.75 163.56 40.54 160.82 117.92 18.94 92.45
ENSG00000142920 ENST00000294517.6_ADC-002 0 0 0 0 0 0 0 0 0 0 0 7.83 0 0 0 0 11.62 0 0 0 0 0 0.88 0 0 0 0 0 0 0 0 50.82 0 0 55.53 0 0 39.3 0 0 0 0 0 0 0 0 0 0 0 0 2.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000163874 ENST00000373087.6_ZC3H12A-001 0 4.69 0 0 0 0 0 0 14.23 0 0 5.43 0 8.86 11.62 4.42 0 0 0 0 0 0 0 0 0 0 4.93 0 0 0 0 0 0 0 0 0 0 0 1.46 0 0.29 27.06 0 0 0 0 0 0 0 0 3.05 0 0 0 0 0 0.35 0 0 0 0 0 14.32 0 0
ENSG00000134690 ENST00000327331.2_CDCA8-002 0.2 6.02 54.62 0.85 80.32 31.12 67.14 110.22 139.62 11.23 93.55 2.69 106.87 184.08 26.78 79.61 19.16 31.55 23.87 20.13 75.34 3.2 15.76 0 0 47.64 0 7.2 1.32 77.41 7.36 0 93.24 0.24 0 0 18.86 0 50.24 0.35 37.05 0 0.15 0.23 0.48 3.18 57.89 54.54 0 6.44 48.73 52.41 1.08 32.08 0.21 44.75 0 0.25 53.98 40.87 9.87 26.36 0 7.11 169.89
ENSG00000228436 ENST00000433671.2_RP5-864K19.4-001 0 0 0 0 10.49 0 0 0 0 0 0 46.77 4.07 0 0 0 14.96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 9.82 0 6.49 0 0 0 0 118.74 5.68 0 0 0 0 0 0 0 0 0 0 0 136.77 0 0 0 0 0 0 0
ENSG00000084072 ENST00000470018.1_PPIE-008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000164002 ENST00000296380.4_EXO5-001 0 0 0.54 60.16 23.79 0 40.29 16.42 75.18 97.15 39.63 28.15 24.49 74.66 153.17 22.52 16.12 9.7 0 35.38 32.49 0 5.12 0 0 0 45.64 12.42 0 0 0 88.03 34.12 0 0 0 0 41.67 71.91 0 23.42 80.66 0 0 0 42.05 32.25 56.79 0 145.55 0.54 0 0.33 0 0 50.54 0 57.06 0 56.49 0 0 76.74 0 0
ENSG00000235358 ENST00000425554.1_RP11-399E6.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.79 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000164008 ENST00000372525.5_C1orf50-001 0 28.06 0 0 0 0 4.17 9.77 15.52 14.37 24.38 6.72 0 0 0 11.17 9.4 10.73 0 13.91 0 0 67.18 33.75 0 0 0 0 8.52 0 16.2 0 2.77 0 0 0 0 0 0 0 0.84 4.32 0 0 0 2.09 0 0 29.96 0 3.57 0 0 29.48 0 31.73 0 0 0 0 0 14.7 0 19.15 28.19
ENSG00000164011 ENST00000372504.1_ZNF691-005 0 0 0 10.23 84.58 12.8 25.81 4.59 0 0.67 32.73 0 7.55 34.95 2.89 0 0.48 0 3.46 20.9 0 0 0.25 0 53.76 0 0 0 15.17 78.49 0 25.58 0 0 0 0 0 0 0 0 3.58 0 0 0 0 11.7 34.01 0 4.08 0 0 0 10.48 0 0 0 38.75 0 0 0 0 0 2.33 26.52 0
ENSG00000227533 ENST00000416689.1_SLC2A1-AS1-001 0 0 0 0 0 0 1.41 0 0 0 0 3.75 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 28.67 0 0 8.19 0 0 0 0 39.93 0 0 0 0 0 0 0 0 31.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.81
ENSG00000117399 ENST00000310955.6_CDC20-001 62.44 232.16 193.06 107.35 247.93 136.61 248.27 297.48 404.48 78.94 435.89 172.29 218.83 507.79 78.14 169.21 20.35 42.7 136.54 184.82 58.05 44.59 78.68 184.85 58.17 56.87 0.64 53.35 52.65 96.37 146.1 0.32 99.23 486.42 194.43 157.87 0.73 10.4 55.42 79.03 24.93 109.85 186.69 0 0.63 43.1 289.38 46.46 38.96 6 7.12 124.41 0.38 180.58 0 28.25 92.05 0 99.99 100.49 60.15 77.38 39.1 41.05 280.08
ENSG00000198198 ENST00000310739.4_SZT2-201 0 0 90.9 0 17.63 0 0 13.66 14 0 0 0 0 0 0.78 0 0 0 0 0.26 0 0 0 0 0 0 0 0 0 0 0 0 2.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.95 2.64 0 0 0 97.31 0 0 0 0 0 0 0 0 0 0
ENSG00000117408 ENST00000372343.3_IPO13-001 0 0 0 0 0 0 0.52 0 0 0 0 0 0 0 0 0 0.19 0 2.71 0 0 4.76 0 0 0 0 0 0 0 0 7.6 0 0 0 0 0 0 0 1.94 0 8.87 0 0 0 0 0 0 0 0 0 0.77 0 0 8.8 0 0.23 0 0.15 0 0 0 0.25 0 0 0
ENSG00000198520 ENST00000357508.1_C1orf228-005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000173660 ENST00000311672.5_UQCRH-001 1229.37 831.43 906.68 702.64 785.8 541.17 741.22 612.21 627.42 484.63 858.97 725.78 599.2 962.4 918.18 538.57 914.56 559.65 855.52 913.81 925.81 885.46 1210.28 747.98 955.62 477.66 1126.91 798.24 835.89 737.36 881.35 692.36 905.39 621.58 752.3 400.31 1102.98 390.2 773.94 683.79 989.46 587.16 686.63 912.35 527.55 893.18 791.76 716.23 835.09 483.58 895.57 649.3 954 896.08 854.49 625.28 557.93 593.39 723.13 683 1113.07 1046.54 698.78 842.63 914.73
ENSG00000228237 ENST00000418985.1_EFCAB14-AS1-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000123080 ENST00000262662.1_CDKN2C-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000134748 ENST00000257181.9_PRPF38A-002 34.75 169.88 0 43.89 69.29 31.49 39.17 34.01 103.96 83.44 71.87 24.18 48.59 95.42 57.18 22.42 55.93 52.82 73.51 73.32 39.38 74.91 0 174.69 83.77 47.32 26.25 68.98 64.87 52.41 0.1 0 45.61 175.39 0 0 68.11 127.33 45.55 0 11.04 0.09 0 45.46 82.05 49.59 26.57 0 25.59 159.75 100.49 0 0 80.07 0 63.76 98.27 0 142.55 0.42 28.41 36.72 7.3 29.36 2.91
ENSG00000116171 ENST00000371509.4_SCP2-007 72.62 55.43 23.16 0 21.77 65.1 59.48 71.38 37.73 58.18 22.36 15.66 51.55 31.01 0 0 10.42 0 0 29.53 0 37.92 0 0 6.37 0 53.5 28.39 83.58 31.75 20.57 0 0 0 8.86 56.21 0 1.86 40.08 64.71 0 159.22 187.91 0 0 33.31 0 0 0 15.66 1.16 61.52 44.58 63.53 160.6 46.32 0.94 0 0 5.4 0.75 11.51 0 22.13 30.71
ENSG00000259818 ENST00000569869.1_RP5-1024G6.7-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000225675 ENST00000445039.2_RP4-784A16.5-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000116212 ENST00000319223.4_LRRC42-001 35.9 23.87 0 27.13 17.1 33.6 0 15.66 0 0 25.98 28.52 56.93 0.81 91.42 7.63 3.47 0 21.14 8.68 0 14.15 0 24.01 0 0 0.68 1.34 0 23.59 6.92 0 0 0 0 40.87 4.15 67.05 25.88 22 11.63 113.15 0 0 1.3 34.38 23.52 0 0 0 26.69 0 0 0 0 77.07 0 0 0 0 16.91 0.85 0 0.34 0
ENSG00000116205 ENST00000234827.1_TCEANC2-001 0.11 0 0 0 1.26 23.16 0 9.41 2.55 0 0.15 10.85 0 22.63 0 3.99 8.67 0 0.6 0 0 0 6.12 0 19.13 25.74 0.13 0 15.86 5.98 15.41 0 1.38 0 0 0 0 0 12.08 0 20.5 0 0 0.12 0 3.33 0 0.17 2.52 0.22 4.61 21.61 0 0.13 0.12 0.15 0 0.65 3.27 0 0 0 5.98 0 13.21
ENSG00000233079 ENST00000455010.1_RP11-90C4.3-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
